Movie Title,Rating,Runtime,Genres,IMDB User Rating,Metascore Rating,Description,Number of Votes
"39.
BlackBerry
(2023)",R,120 min,"Biography, Comedy, Drama",7.4,"80        
        ",The story of the meteoric rise and catastrophic demise of the world's first smartphone.,"Votes:
15,408"
"40.
Are You There God? It's Me, Margaret.
(2023)",PG-13,106 min,"Comedy, Drama, Family",7.4,"84        
        ","When her family moves from the city to the suburbs, 11-year-old Margaret navigates new friends, feelings, and the beginning of adolescence.","Votes:
10,101"
"41.
Pulp Fiction
(1994)",R,154 min,"Crime, Drama",8.9,"95        
        ","The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","Votes:
2,123,398
| Gross:
$107.93M"
"42.
Once Upon a Time in Hollywood
(2019)",R,161 min,"Comedy, Drama",7.6,"83        
        ",A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,"Votes:
785,699
| Gross:
$142.50M"
"43.
Top Gun
(1986)",PG,109 min,"Action, Drama",6.9,"50        
        ","As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.","Votes:
478,311
| Gross:
$179.80M"
"44.
Blade Runner 2049
(2017)",R,164 min,"Action, Drama, Mystery",8,"81        
        ","Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.","Votes:
611,023
| Gross:
$92.05M"
"46.
Pearl
(2022)",R,103 min,"Drama, Horror, Thriller",7,"76        
        ","In 1918, a young woman on the brink of madness pursues stardom in a desperate attempt to escape the drudgery, isolation and lovelessness of life on her parents' farm.","Votes:
64,599"
"47.
Triangle of Sadness
(2022)",R,147 min,"Comedy, Drama",7.3,"63        
        ",A fashion model celebrity couple join an eventful cruise for the super-rich.,"Votes:
144,677"
"50.
Pride & Prejudice
(2005)",PG,129 min,"Drama, Romance",7.8,"82        
        ","Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?","Votes:
310,501
| Gross:
$38.41M"
"1.
Spider-Man: Across the Spider-Verse
(2023)",PG,140 min,"Animation, Action, Adventure",8.9,"86        
        ","Miles Morales catapults across the Multiverse, where he encounters a team of Spider-People charged with protecting its very existence. When the heroes clash on how to handle a new threat, Miles must redefine what it means to be a hero.","Votes:
182,518"
"2.
Nimona
(2023)",PG,101 min,"Animation, Action, Adventure",7.7,"75        
        ","When a knight in a futuristic medieval world is framed for a crime he didn't commit, the only one who can help him prove his innocence is Nimona -- a mischievous teen who happens to be a shapeshifting creature he's sworn to destroy.","Votes:
15,615"
"3.
Elemental
(2023)",PG,101 min,"Animation, Adventure, Comedy",7.1,"58        
        ","Follows Ember and Wade, in a city where fire-, water-, land- and air-residents live together.","Votes:
21,970"
"4.
The Little Mermaid
(I) (2023)",PG,135 min,"Adventure, Family, Fantasy",7.2,"59        
        ",A young mermaid makes a deal with a sea witch to trade her beautiful voice for human legs so she can discover the world above water and impress a prince.,"Votes:
93,882"
"5.
The Super Mario Bros. Movie
(2023)",PG,92 min,"Animation, Adventure, Comedy",7.1,"46        
        ","A plumber named Mario travels through an underground labyrinth with his brother, Luigi, trying to save a captured princess.","Votes:
160,689"
"6.
Ruby Gillman, Teenage Kraken
(2023)",PG,91 min,"Animation, Action, Adventure",5.9,"50        
        ","A shy adolescent learns that she comes from a fabled royal family of legendary sea krakens and that her destiny lies in the depths of the waters, which is bigger than she could have ever imagined.","Votes:
2,493"
"7.
Spider-Man: Into the Spider-Verse
(2018)",PG,117 min,"Animation, Action, Adventure",8.4,"87        
        ",Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.,"Votes:
607,791
| Gross:
$190.24M"
"10.
Are You There God? It's Me, Margaret.
(2023)",PG-13,106 min,"Comedy, Drama, Family",7.4,"84        
        ","When her family moves from the city to the suburbs, 11-year-old Margaret navigates new friends, feelings, and the beginning of adolescence.","Votes:
10,101"
"11.
Harry Potter and the Sorcerer's Stone
(2001)",PG,152 min,"Adventure, Family, Fantasy",7.6,"65        
        ","An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.","Votes:
815,199
| Gross:
$317.58M"
"13.
Roald Dahl's Matilda the Musical
(2022)",PG,117 min,"Comedy, Drama, Family",7,"72        
        ","An adaptation of the Tony and Olivier award-winning musical. Matilda tells the story of an extraordinary girl who, armed with a sharp mind and a vivid imagination, dares to take a stand to change her story with miraculous results.","Votes:
24,565"
"14.
Puss in Boots: The Last Wish
(2022)",PG,102 min,"Animation, Adventure, Comedy",7.9,"73        
        ","When Puss in Boots discovers that his passion for adventure has taken its toll and he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical Last Wish.","Votes:
140,438
| Gross:
$168.46M"
"15.
The Sandlot
(1993)",PG,101 min,"Comedy, Drama, Family",7.8,"55        
        ","In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.","Votes:
97,698
| Gross:
$32.42M"
"16.
The Goonies
(1985)",PG,114 min,"Adventure, Comedy, Family",7.7,"62        
        ",A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,"Votes:
286,822
| Gross:
$61.50M"
"18.
Crater
(2023)",PG,105 min,"Adventure, Drama, Family",5.3,"65        
        ","After the death of his father, a boy growing up on a lunar mining colony takes a trip to explore a legendary crater, along with his four best friends, prior to permanently leaving the Moon and relocated to another planet.","Votes:
3,396"
"19.
Mulan
(1998)",G,87 min,"Animation, Adventure, Comedy",7.6,"71        
        ","To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.","Votes:
301,672
| Gross:
$120.62M"
"20.
Yankee Doodle Dandy
(1942)",Passed,126 min,"Biography, Drama, Family",7.6,"89        
        ","The life of the renowned musical composer, playwright, actor, dancer, and singer George M. Cohan.","Votes:
16,433
| Gross:
$11.80M"
"22.
Sing 2
(2021)",PG,110 min,"Animation, Adventure, Comedy",7.4,"49        
        ",Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.,"Votes:
76,796
| Gross:
$162.79M"
"23.
The Princess Bride
(1987)",PG,98 min,"Adventure, Comedy, Family",8,"77        
        ","A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.","Votes:
437,892
| Gross:
$30.86M"
"24.
The Parent Trap
(1998)",PG,128 min,"Adventure, Comedy, Drama",6.6,"64        
        ","Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.","Votes:
146,476
| Gross:
$66.31M"
"25.
Maleficent: Mistress of Evil
(2019)",PG,119 min,"Adventure, Family, Fantasy",6.6,"43        
        ","Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.","Votes:
112,180
| Gross:
$113.93M"
"26.
The Music Man
(1962)",G,151 min,"Comedy, Family, Musical",7.8,"76        
        ",Traveling con artist Harold Hill targets the naïve residents of a small town in 1910s Iowa by posing as a boys' band leader to raise money before he can skip town.,"Votes:
18,521
| Gross:
$14.95M"
"27.
Cars
(2006)",G,117 min,"Animation, Adventure, Comedy",7.2,"73        
        ","On the way to the biggest race of his life, a hotshot rookie race car gets stranded in a rundown town and learns that winning isn't everything in life.","Votes:
443,195
| Gross:
$244.08M"
"28.
Fantastic Mr. Fox
(2009)",PG,87 min,"Animation, Adventure, Comedy",7.9,"83        
        ",An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,"Votes:
250,812
| Gross:
$21.00M"
"29.
Encanto
(2021)",PG,102 min,"Animation, Comedy, Family",7.2,"75        
        ",A Colombian teenage girl has to face the frustration of being the only member of her family without magical powers.,"Votes:
240,060
| Gross:
$96.09M"
"30.
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe
(2005)",PG,143 min,"Adventure, Family, Fantasy",6.9,"75        
        ",Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.,"Votes:
412,193
| Gross:
$291.71M"
"31.
Harry Potter and the Goblet of Fire
(2005)",PG-13,157 min,"Adventure, Family, Fantasy",7.7,"81        
        ","Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.","Votes:
651,065
| Gross:
$290.01M"
"32.
Moonrise Kingdom
(2012)",PG-13,94 min,"Comedy, Drama, Family",7.8,"84        
        ","A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.","Votes:
359,272
| Gross:
$45.51M"
"34.
Spirited Away
(2001)",PG,125 min,"Animation, Adventure, Family",8.6,"96        
        ","During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, a world where humans are changed into beasts.","Votes:
797,518
| Gross:
$10.06M"
"35.
Ratatouille
(2007)",G,111 min,"Animation, Adventure, Comedy",8.1,"96        
        ",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,"Votes:
774,701
| Gross:
$206.45M"
"36.
Moana
(I) (2016)",PG,107 min,"Animation, Adventure, Comedy",7.6,"81        
        ","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.","Votes:
355,336
| Gross:
$248.76M"
"37.
The Lion King
(1994)",G,88 min,"Animation, Adventure, Drama",8.5,"88        
        ","Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","Votes:
1,093,256
| Gross:
$422.78M"
"38.
Matilda
(1996)",PG,102 min,"Comedy, Family, Fantasy",7,"72        
        ","A girl gifted with a keen intellect and psychic powers uses both to deal with her crude, distant family and free her kind teacher from their sadistic headmistress.","Votes:
165,296
| Gross:
$33.08M"
"39.
Harry Potter and the Deathly Hallows: Part 2
(2011)",PG-13,130 min,"Adventure, Family, Fantasy",8.1,"85        
        ","Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.","Votes:
906,799
| Gross:
$381.01M"
"40.
Toy Story
(1995)",G,81 min,"Animation, Adventure, Comedy",8.3,"96        
        ",A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,"Votes:
1,025,724
| Gross:
$191.80M"
"41.
Hook
(1991)",PG,142 min,"Adventure, Comedy, Family",6.8,"52        
        ","When Captain James Hook kidnaps his children, an adult Peter Pan must return to Neverland and reclaim his youthful spirit in order to challenge his old enemy.","Votes:
264,713
| Gross:
$119.65M"
